Company Name,ISIN,LEI,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5,BA1.5 Date,Location,Region,Sector,Date,Target,Target Classification,Extension
Smithfield Foods,USU83223AM61,CVTIPZRZJC0JQEZLL598,Removed,,,,,,No,,Company,Yes,01/05/2021,United States of America (USA),North America,Food Production - Animal Source Food Production,01/05/2021,,,
Smiths Group PLC,GB00B1WY2338,213800MJL6IPZS3ASA11,Targets Set,1.5°C,FY2032,Targets Set,1.5°C,FY2050,Yes,FY2050,Company,Yes,01/09/2021,United Kingdom (UK),Europe,Electrical Equipment and Machinery,01/01/2024,"Overall Net-Zero Target
Smiths Group plc commits to reach net-zero GHG emissions across the value chain by
FY2050.
Near-Term Targets
Smiths Group plc commits to reduce absolute scope 1 and 2 GHG emissions 50.4% by
FY2032 from a FY2021 base year. Smiths Group plc also commits to reduce absolute scope 3 GHG emissions covering purchased goods and services, fuel and energy related activities, and use of sold products 50.4% within the same timeframe. Smiths Group plc further commits that 50.0% of its suppliers by spend covering purchased goods and services, capital goods, and upstream transportation & distribution, will have science-based targets by FY2028.
Long-Term Targets
Smiths Group plc commits to reduce absolute scope 1 and 2 GHG emissions 90.0% by
FY2040 from a FY2021 base year. Smiths Group plc also commits to reduce absolute scope 3 GHG emissions 90.0% by FY2050 from a FY2021 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SML Group,,,Committed,,,,,,No,,Company,No,,"Hong Kong, China",Asia,Specialized Consumer Services,01/08/2023,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to .,
Smoore International Holdings Limited,KYG8245V1023,,Committed,,,,,,No,,Company,No,,China,Asia,"Consumer Durables, Household and Personal Products",01/02/2023,,,
"SMS Co., Ltd.",JP3162350007,,Committed,,,,,,No,,Company,No,,Japan,Asia,Professional Services,01/01/2024,,,
Smurfit Kappa Group,IE00B1RR8406,635400CPLP8H5ITDVT56,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Ireland,Europe,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",01/01/2022,Smurfit Kappa Group commits to reduce scope 1 and 2 GHG emissions 37.7% per ton of saleable production by 2030 from a 2019 base year.* * The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
Snap Inc.,US83304A1060,549300JNC0L6VP8A2Q35,Targets Set,1.5°C,2025,,,,No,,Company,Yes,01/12/2020,United States of America (USA),North America,Software and Services,01/05/2021,"Snap Inc. commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2025 from a 2019 base year. Snap Inc. also commits to reduce scope 3 GHG emissions from purchased goods and services, business travel and use of sold products 35% per unit of value added by 2025 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Snocks GmbH,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2045,Yes,2045,Small or Medium Enterprise,No,,Germany,Europe,"Textiles, Apparel, Footwear and Luxury Goods",01/12/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Snocks GmbH commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.  Snocks GmbH commits to reach net-zero by 2045. As part of this, Snocks GmbH commits to reduce scope 1+2+3 emissions 90% by 2045 from a 2022 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Soane Britain,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/02/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Soane Britain commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SOCAPS,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,France,Europe,Professional Services,01/10/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SOCAPS commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Società Metropolitana Acque Torino S.p.A.,,,Committed,,,,,,No,,Company,No,,Italy,Europe,Water Utilities,01/06/2023,,,
Société Foncière Lyonnaise,FR0000033409,969500B0S40FTUVKD182,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,France,Europe,Real Estate,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Société Foncière Lyonnaise commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sodexo Limited,,,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2040,Yes,FY2040,Company,Yes,01/11/2021,United Kingdom (UK),Europe,"Hotels, Restaurants and Leisure, and Tourism Services",01/10/2023,"Overall Net-Zero Target
Sodexo Limited commits to reach net-zero GHG emissions across the value chain by FY2040.

Near-Term Targets
Energy and industrial:
Sodexo Limited commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030 from a FY2017 base year. Sodexo Limited also commits to increase active annual sourcing of renewable electricity from 0% in FY2017 to 100% by FY2030. Sodexo Limited further commits to reduce absolute scope 3 GHG emissions 55% within the same timeframe.
FLAG:
Sodexo Limited commits to reduce absolute scope 3 FLAG GHG emissions 40% by FY2030 from a FY2017 base year*.
Sodexo Limited commits to no deforestation across its primary deforestation-linked commodities, with a target date of 31st December 2025.
*The target includes FLAG emissions and removals.


Long-Term Targets
Energy and industrial:
Sodexo Limited commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2040 from a FY2017 base year. Sodexo Limited also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.
FLAG:
Sodexo Limited commits to reduce absolute scope 3 FLAG GHG emissions 72% by FY2040 from a FY2017 base year*.
*The target includes FLAG emissions and removals.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sodexo Pass Belgium,,5493007GLGHP1HT61761,Targets Set,1.5°C,FY2030,,,,No,,Company,No,01/04/2022,Belgium,Europe,Professional Services,01/04/2022,"Sodexo Pass Belgium commits to reduce scope 1 and 2 GHG emissions 70% per €1000 spent with vouchers, which is equivalent to a 64.9% absolute reduction, by FY2030 from a FY2019 base year. Sodexo Pass Belgium commits to continue annually sourcing 100% renewable electricity through FY2030. Sodexo Pass Belgium also commits to reduce scope 3 GHG emissions 70% per €1000 spent with vouchers, which is equivalent to a 64.9% absolute reduction, within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sodexo S.A.,FR0000121220,969500LCBOG12HXPYM84,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2040,Yes,FY2040,Company,Yes,01/09/2019,France,Europe,"Hotels, Restaurants and Leisure, and Tourism Services",01/09/2023,"Overall Net-Zero Target
Sodexo commits to reach net-zero greenhouse gas emissions across the value chain by FY2040.
Near-Term Targets
Energy/Industrial: Sodexo commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030
from a FY2017 base year*. Sodexo also commits to increase active sourcing of renewable electricity from
7% in FY2017 to 100% by FY2025 and through FY2030. Sodexo further commits to reduce absolute scope
3 GHG emissions 55% by FY2030 from a FY2017 base year.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
FLAG: Sodexo commits to reduce absolute scope 3 FLAG GHG emissions 40% by FY2030 from a FY2017
base year**.
Sodexo commits to no deforestation across its primary deforestation-linked commodities, with a target
date of 31st December 2025.
**The target includes FLAG emissions and removals.
Long-Term Targets
Energy/Industrial: Sodexo commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2040
from a FY2017 base year*. Sodexo also commits to reduce absolute scope 3 GHG emissions 90% within
the same timeframe.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
FLAG: Sodexo commits to reduce absolute scope 3 FLAG GHG emissions 72% by FY2040 from a FY2017
base year**.
**The target includes FLAG emissions and removals.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sodiaal Union,,,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,France,Europe,Food and Beverage Processing,01/01/2023,Sodiaal Union commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year*. Sodiaal Union also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe. *The target boundary includes land-related emissions and removals from bioenergy feedstocks,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
Södra Skogsägarna ekonomisk förening,,5493002FIVSWBLEV7P15,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/11/2020,Sweden,Europe,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",01/02/2023,"Södra Skogsägarna ekonomisk förening commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a base year 2020.* Södra Skogsägarna ekonomisk förening commits to reduce absolute scope 3 GHG emissions 50% within the same timeframe.* Södra Skogsägarna ekonomisk förening also commits that 70% of its customers by emissions, covering processing of sold products, will set science-based targets by 2027. *The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sofaco Design ApS,,,Committed,,,,,,Yes,,Company,No,,Denmark,Europe,Retailing,01/10/2023,,,
Sofidel S.p.A.,,8156004E70AB6119D319,Targets Set,Well-below 2°C,2030,,,,Yes,,Company,No,,Italy,Europe,"Consumer Durables, Household and Personal Products",01/07/2020,"Sofidel commits to reduce scope 1, 2, and scope 3 emissions from suppliers' pulping process 40% per ton of paper by 2030 from a 2018 base year. Sofidel also commits to reduce scope 3 GHG emissions 24% per ton of paper by 2030 from a 2018 base year.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
Sofina Foods Europe,,,Committed,,,,,,Yes,,Company,No,,United Kingdom (UK),Europe,Food Production - Animal Source Food Production,01/10/2023,,,
SoftBank Corp.,JP3732000009,353800M1YCTS9JRBJ535,Targets Set,1.5°C,2031,,,,Yes,,Company,No,,Japan,Asia,Telecommunication Services,01/06/2021,SoftBank Corp. commits to reduce absolute scope 1 and 2 GHG emissions 82.8% by FY2030/31 from a FY2019/20 base year. SoftBank Corp. commits to reduce absolute scope 3 GHG emissions 14.8% within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Softcat plc,GB00BYZDVK82,213800N42YZLR9GLVC42,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2040,Yes,FY2040,Company,Yes,01/02/2021,United Kingdom (UK),Europe,Software and Services,01/08/2022,"Overall Net-Zero Target
Softcat commits to reach net-zero GHG emissions across the value chain by FY2040.
Near-Term Targets
Softcat commits to reduce absolute scope 1 and 2 GHG emissions 45% by FY2030 from a FY2021 base year. Softcat also commits to reduce absolute scope 3 GHG emissions 40% within the same time frame.
Long-Term Targets
Softcat commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2040 from a FY2021 base year. Softcat also commits to reduce absolute scope 3 GHG emissions 90% within the same time frame.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Softcell Technologies Global Private Limited,,,Committed,,,,,,No,,Company,No,,India,Asia,Software and Services,01/05/2023,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to .,
Software Limited t/a Co2Analysis,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2033,Yes,2033,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Professional Services,01/02/2024,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Software Limited t/a Co2Analysis commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions. Software Limited t/a Co2Analysis commits to reach net-zero by 2033. As part of this, Software Limited t/a Co2Analysis commits to reduce scope 1+2+3 emissions 100% by 2033 from a 2021 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SoftwareOne AG,,,Committed,,,,,,No,,Company,No,,Switzerland,Europe,Software and Services,01/09/2023,,,
Sogetrel,,,Targets Set,1.5°C,2030,,,,No,,Company,No,,France,Europe,Telecommunication Services,01/02/2024,Sogetrel commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by 2030 from a 2019 base year. Sogetrel also commits to reduce absolute scope 3 GHG emissions 25.0% by 2030 from a 2022 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
"SOGIRI Co., Ltd.",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Building Products,01/10/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SOGIRI Co., Ltd. commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SOHO China Limited,,,Committed,,,,,,Yes,,Company,No,,China,Asia,Real Estate,01/08/2023,,,
"Sohwa Industry Co.,Ltd",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Containers and Packaging,01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Sohwa Industry Co.,Ltd commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Soil Engineering Geoservices Limited,,,Removed,,,,,,No,,Company,No,,United Kingdom (UK),Europe,Construction and Engineering,01/02/2022,,,
Soitec,FR0013227113,969500ZR92SQCU9TST26,Targets Set,1.5°C,2026,,,,No,,Company,No,,France,Europe,Semiconductors and Semiconductors Equipment,01/11/2021,Soitec commits to reduce absolute scope 1 and 2 GHG emissions 25.2% by 2026 from a 2020 base year. Soitec also commits to reduce scope 3 GHG emissions 35.3% per million Euros value added within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SOK Corporation,,,Targets Set,1.5°C,"2030, 2023",,,,Yes,,Company,No,,Finland,Europe,Retailing,01/05/2020,S Group commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2030 from a 2015 base year. S Group commits that 67 % of its suppliers by spend covering purchased goods and services will set science-based targets by 2023. S Group commits to reduce the GHG emissions intensity per liter of fuel sold by more than 21 % by the end of 2030 from a 2015 baseline.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
"SOL-PLUS CO.,LTD",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Automobiles and Components,01/12/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SOL-PLUS CO.,LTD commits to reduce scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Solactive AG,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,"Specialized Financial Services, Consumer Finance, Insurance Brokerage Firms",01/11/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Solactive AG commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Solar A/S,DK0010274844,21380031XTLI9X5MTY92,Targets Set,1.5°C,2030,,,,No,,Company,No,,Denmark,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",01/09/2023,"Solar A/S commits to reduce absolute scope 1 and 2 GHG emissions 42%
by 2030 from a 2020 base year. Solar A/S also commits to reduce absolute
scope 3 GHG emissions from purchased goods and services and use of sold
products 25% within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SOLARIA ENERGIA Y MEDIO AMBIENTE,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2050,Yes,2050,Small or Medium Enterprise,Yes,01/04/2023,Spain,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",01/04/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SOLARIA ENERGIA Y MEDIO AMBIENTE commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions. SOLARIA ENERGIA Y MEDIO AMBIENTE commits to reach net-zero greenhouse gas emissions across the value chain by 2050 from a 2021 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SOLARPACK CORPORACIÓN TECNOLÓGICA S.A.U.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Spain,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",01/09/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SOLARPACK CORPORACIÓN TECNOLÓGICA S.A.U. commits to reduce scope 1 and scope 2 GHG emissions 38% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Solenis LLC,,,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,Chemicals,01/10/2023,,,
Solera Holdings,,,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,Software and Services,01/10/2022,,,
Solina Group Services,,969500K5RZC1E3S1OS32,Committed,,,,,,No,,Company,No,,France,Europe,Food and Beverage Processing,01/07/2023,,,
Solita Oy,,743700GTM17OZDJQKA24,Committed,,,,,,No,,Company,Yes,01/08/2021,Finland,Europe,Software and Services,01/08/2021,,,
SOLO INVEST SAS,,,Committed,,,,,,No,,Company,No,,France,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",01/02/2024,,,
Solo LLC,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Software and Services,01/09/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Solo LLC commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Solutions30,FR0013379484,2221003G8BRH3CPABK72,Committed,,,,,,No,,Company,No,,Luxembourg,Europe,Telecommunication Services,01/02/2024,,,
Solvay,BE0003470755,549300MMVL80RTBP3O28,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Belgium,Europe,Chemicals,01/03/2023,"Solvay commits to reduce absolute scope 1 and 2 GHG emissions 31% by 2030 from a 2018 base year.* Solvay commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel and energy related activities, processing of sold products, use of sold products, and end of life treatment of sold products 24% by 2030 from a 2018 base year. *The target boundary includes land-related emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
Solverminds Solutions & Technologies Pvt Ltd,,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,India,Asia,Software and Services,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Solverminds Solutions & Technologies Pvt Ltd commits to reduce scope 1 and scope 2 GHG emissions 28% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions""",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
SOMFY,FR0013199916,969500D830K8WFLKFS83,Targets Set,1.5°C,2030,,,,No,,Company,No,,France,Europe,Electrical Equipment and Machinery,01/10/2021,Somfy commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Somfy also commits to reduce scope 3 GHG emissions 50% per motor sold over the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
"Sompo Holdings, Inc.",JP3165000005,353800CWW4SRGEYEB512,Committed,,,,,,No,,Financial Institution,No,,Japan,Asia,"Banks, Diverse Financials, Insurance",01/01/2018,,,FINZ extension policy
Sonae Sierra,,,Targets Set,1.5°C,2030,,,,No,,Company,No,,Portugal,Europe,Real Estate,01/09/2023,"Sonae Sierra commits to reduce scope 1 and 2 GHG emissions 73% per
square metre by 2030 from a 2019 base year. Sonae Sierra commits to
reduce scope 3 GHG emissions from purchased goods and services 55%
per square meter developed by 2030 from a 2019 base year. Sonae Sierra
also commits to reduce all other absolute scope 3 GHG emissions 46.2%
by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sonepar,,969500VEVOWR22R2YR86,Targets Set,1.5°C,2030,,,,No,,Company,No,,France,Europe,Electrical Equipment and Machinery,01/01/2023,Sonepar commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by 2030 from a 2019 base year. Sonepar also commits to reduce absolute scope 3 GHG emissions 13.5% within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
"Songan Printing (Shenzhen) Co., Ltd",,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,China,Asia,"Consumer Durables, Household and Personal Products",01/10/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Songan Printing (Shenzhen) Co., Ltd commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sonoco Products Company,US8354951027,GKOMIK4RDJGHEF0VNP11,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,United States of America (USA),North America,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",01/07/2021,Sonoco commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2020 base year.* Sonoco also commits to reduce absolute scope 3 GHG emissions 13.5% by 2030 from a 2019 base year. * The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
Sonoma County Meat Co.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Food and Beverage Processing,01/02/2024,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Sonoma County Meat Co. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sonova Holding AG,CH0012549785,5299004A0QNX7FBNHS61,Targets Set,1.5°C,2032,,,,No,,Company,No,,Switzerland,Europe,Healthcare Equipment and Supplies,01/07/2023,"Sonova Holding AG commits to reduce absolute scope 1 and 2 GHG emissions 78.3% by 2032 from a 2019 base year.* Sonova Holding AG also commits to reduce absolute scope 3 GHG emissions 32.5% within the same timeframe.*
*The target boundary includes biogenic land-related emissions and removals from bioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sony Group Corporation,JP3435000009,529900R5WX9N2OI2N910,Targets Set,1.5°C,FY2035,Targets Set,1.5°C,FY2040,Yes,FY2040,Company,Yes,01/09/2022,Japan,Asia,"Consumer Durables, Household and Personal Products",01/09/2022,"Sony Group Corporation commits to reach net-zero greenhouse gas emissions across  the value chain by FY2040 from a FY2018 base year. 
Near-Term Targets
Sony Group Corporation commits to reduce absolute scope 1 and 2 GHG emissions  72% by FY2035 from a FY2018 base year. Sony Group Corporation commits to reduce absolute scope 3 GHG emissions covering use of sold products 45% over the same target period. Sony Corporation also commits that 10% of its suppliers by emissions covering purchased goods and services, will have science-based targets by FY2025.
Long-Term Targets
Sony Group Corporation commits to reduce absolute scope 1, 2, and 3 GHG emissions 90% by FY2040 from a FY2018 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Soorty Enterprises (Pvt) Ltd.,,,Committed,,,,,,Yes,,Company,Yes,01/08/2021,Pakistan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",01/08/2021,,,
Sopra Steria Group,FR0000050809,96950020QIOHAAK9V551,Targets Set,1.5°C,2030,Targets Set,1.5°C,2040,Yes,2040,Company,Yes,01/11/2019,France,Europe,Software and Services,01/07/2023,"Overall Net-Zero Target
Sopra Steria Group commits to reach net-zero GHG emissions across the value chain by 2040.

Near-Term Targets
Sopra Steria Group commits to reduce absolute scope 1 and 2 GHG emissions 54% by 2030 from a 2019 base year. Sopra Steria Group also commits to reduce absolute scope 3 GHG emissions 37.5% within the same timeframe.

Long-Term Targets
Sopra Steria Group commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2040 from a 2019 base year. Sopra Steria Group also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sörby Handelsträdgård Aktiebolag,,549300XQU2N49LNE1K86,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Sweden,Europe,Food Production - Agricultural Production,01/07/2020,"Sörby Handelsträdgård Aktiebolag commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
